|hotel_name|hotel_loc|hotel_desc|hotel_url
164|Hostal Sol y K|Cervantes, 2, Ciutat Vella, 08002 Barcelona, Spain|"You're eligible for a Genius discount at Hostal Sol y K! To save at this property, all you have to do is sign in.
Hostal Sol y K is set in Barcelona, 200 m from Plaza Reial and 400 m from La Seu, Cathedral of Barcelona. Hostal Sol y K features free WiFi .
Rooms come with a private or shared bathroom.
You will find a tour desk at the property. Guests can make use of the small shared kitchen with a dishwasher and an electric hob.
Picasso Museum is 500 m from Hostal Sol y K, while Portal de l'Angel is 700 m away. Barcelona El Prat Airport is 12 km from the property."|https://www.booking.com/hotel/es/hostal-quot-sol-y-k-quot.en-gb.html
165|Live & Dream|Rossend Arús, 23, Sants-Montjuïc, 08014 Barcelona, Spain|"You're eligible for a Genius discount at Live & Dream! To save at this property, all you have to do is sign in.
Live & Dream features a minimalist white design throughout with bursts of colour in bedding and furniture. This stylish guest house offers free Wi-Fi and internet connection throughout.
Sants Station is 8 minutes' walk away and from here you can get the highspeed AVE Train or the train to the airport. Located 200 m away, Plaça de Sants Metro Station offers direct access to the Sagrada Familia, La Pedrera and the Ramblas.
The rooms at Live & Dream come with air conditioning. The private bathroom is complete with shampoo and shower gel. A hairdryer can be requested at the reception.
Live & Dream has a tour desk and a ticket service, ideal for planning trips around the city."|https://www.booking.com/hotel/es/live-dream.en-gb.html
166|Claris Hotel & Spa GL|Pau Claris, 150, Eixample, 08009 Barcelona, Spain|"Located just off Barcelona’s prestigious Passeig de Gràcia Boulevard, this luxury hotel offers city views from its rooftop pool. It also has a unique art collection.
Built in a converted 19th century palace, Claris Hotel & Spa GL combines the classicism of the original place with modern materials and it has over 400 original pieces of art on display, giving it the Specialit Monument status. It offers free entry to the Barcelona Egyptian Museum, located next door.
The smart, soundproofed bedrooms feature stylish décor and hand-made furniture. Each one comes with LCD satellite TV, sofa and pieces of Roman, Egyptian and Hindu artwork.
The hotel’s Terraza del Claris Restaurant serves gourmet Mediterranean food on the roof terrace overlooking the characteristic rooftops of the Eixample quarter. The Mr Kao Restaurant offers classic recipes from Chinese gastronomy combined with Mediterranean ingredients and local produce.
The Claris is just 5 minutes’ walk from Gaudí’s Casa Batlló and La Pedrera. The Ramblas is around 10 minutes’ walk away."|https://www.booking.com/hotel/es/clarisderby.en-gb.html
167|CENTRO BARCELONA! Old Town !|7 Carrer de la Victòria, Ciutat Vella, 08003 Barcelona, Spain|"Situated in Barcelona, near Somorrostro Beach, Barceloneta Beach and Sant Miquel Beach, CENTRO BARCELONA! Old Town! features free WiFi.
Popular points of interest near the homestay include Palau de la Musica Catalana, Picasso Museum and Cathedral of Barcelona. The nearest airport is Barcelona El Prat Airport, 13 km from CENTRO BARCELONA! Old Town!."|https://www.booking.com/hotel/es/arc-de-triumfo-2.en-gb.html
168|Hostal Central Barcelona|Diputacio, 346, Eixample, 08013 Barcelona, Spain|"You're eligible for a Genius discount at Hostal Central Barcelona! To save at this property, all you have to do is sign in.
This classically decorated guest house is set in the late 19th-century modernist district of Eixample, in the centre of Barcelona. There is free WiFi available throughout.
Refurbished in 2018, all air-conditioned rooms boast wooden floors, and includes a  smart TV and a free safe. They all have a private bathroom completed with a professional hairdryer.
From Hostal Central Barcelona you can walk into the city centre to explore Gaudi's Modernist monuments, including Casa Batllò, and La Pedrera.
Hostal Central Barcelona is a pleasant place to stay, providing an attractive and artistic interior decor."|https://www.booking.com/hotel/es/hostal-central-barcelona.en-gb.html
169|Hostal Colkida|Roger De Lluria 47, Eixample, 08009 Barcelona, Spain|"This property is 6 minutes walk from the beach. Situated in central Barcelona, 350 m from Girona Metro Station, Hostal Colkida features a furnished terrace overlooking a private courtyard. It offers rooms with air conditioning and heating.
All rooms are equipped with a flat-screen TV and wardrobe. Each has a private bathroom with a shower and hairdryer. Towels and bed linen are also provided.
Free Wi-Fi is available in public areas and the property includes a luggage storage room and vending machine. Public parking is available on site and it carries a surcharge.
You will find shops and restaurants within 100 m of the guest house. Paseo de Gracia Boulevard, with its exclusive boutiques and Gaudi’s buildings, is a 5-minute walk away.
Sagrada Familia Cathedral is 1.6 km from the property and Barceloneta Beach can be reached in 25 minutes by metro."|https://www.booking.com/hotel/es/hostal-colkida.en-gb.html
170|Friendly Rentals Gaderin|Entença, 33, Eixample, 08015 Barcelona, Spain|"You're eligible for a Genius discount at Friendly Rentals Gaderin! To save at this property, all you have to do is sign in.
Situated 3 km from Sant Sebastian Beach in Barcelona, Friendly Rentals Gaderin features accommodation with air conditioning and free WiFi.
Each unit features a fully equipped kitchen with a dishwasher, a seating area, a TV, a washing machine, and a private bathroom with shower and a hairdryer. A microwave, a fridge and oven are also available, as well as a kettle and a coffee machine.
Guests at the apartment can enjoy a continental or a à la carte breakfast.
Sant Miquel Beach is 3 km from Friendly Rentals Gaderin, while Magic Fountain of Montjuic is 1.3 km from the property. The nearest airport is Barcelona El Prat Airport, 13 km from the accommodation."|https://www.booking.com/hotel/es/gaderin.en-gb.html
171|Sleep Green - Certified Eco Youth Hostel|Ronda Universitat, 15, Principal, 1, Eixample, 08007 Barcelona, Spain|"You're eligible for a Genius discount at Sleep Green - Certified Eco Youth Hostel! To save at this property, all you have to do is sign in.
Sleep Green - Eco Youth Hostel Barcelona is centrally located 250 m from Plaza Catalunya and the Airport Bus Stop in Plaza Universitat. It offers bunk beds in bright modern dormitories, free Wi-Fi and 24-hour reception.
This eco-friendly hostel has been awarded for its commitment to sustainable tourism. All dormitories are heated and have air conditioning and wooden floors. Most overlook Ronda Universitat and Balmes Street. Shared bathroom facilities have a shower. Free lockers and free luggage storage are available.
The hostel has a lounge with sofas and board games. There is a communal kitchen and dining room with a fridge, microwave and toaster. A washer and dryer is available for an extra charge.
You can hire a bicycle from the tour desk, which can also organize tours and other activities. Printers are available for guest use.
Many shops, bars and restaurants can be found nearby."|https://www.booking.com/hotel/es/barcelona-youth-hostel.en-gb.html
172|BCN Urbaness Hotels Del Comte|Diputació, 142, Eixample, 08015 Barcelona, Spain|"You're eligible for a Genius discount at BCN Urbaness Hotels Del Comte! To save at this property, all you have to do is sign in.
Hotel Del Comte is 100 m from Barcelona's Urgell Metro Station and 15 minutes walk from the Rambla and Plaza Espanya. It offers modern rooms with free Wi-Fi and a flat-screen TV with satellite channels.
The air-conditioned rooms at Del Comte feature parquet floors and smart design. Each one comes with a work desk and a private bathroom with a hairdryer.
Staff at the Del Comte Hotel’s 24-hour reception can provide information about what to see and do in Barcelona.
There is a bus stop just 3 minutes’ walk from the Del Comte which provides transport connections to Barcelona El Prat Airport. It is only 2 stops on the Metro to Plaza Catalunya, Barcelona’s main square."|https://www.booking.com/hotel/es/delcomte.en-gb.html
173|NH Barcelona Les Corts|Carrer de Nicaragua, 146, Les Corts, 08029 Barcelona, Spain|"You're eligible for a Genius discount at NH Barcelona Les Corts! To save at this property, all you have to do is sign in.
Located 5 minutes’ walk from Les Corts Metro Station, this hotel offers modern accommodation in Barcelona. It has good access to the city's main attractions, such as the Nou Camp Football Stadium.
The air-conditioned rooms at the NH Barcelona Les Corts feature contemporary décor, free Wi-Fi, satellite TV and a private balcony or terrace. The private bathroom has a hairdryer and toiletries.
The hotel operates a tour desk and a 24-hour reception. Helpful staff can organise bicycle and car rental, as well as provide information on Barcelona.
NH Les Corts is less than 10 minutes’ walk from Sants Train Station, providing access to Barcelona Airport. L’Illa Diagonal Shopping Centre is just 300 m away. Barcelona Airport is 15 km from the property."|https://www.booking.com/hotel/es/nhlescorts.en-gb.html
174|ME Barcelona|Carrer de Casp 1-13, Eixample, 08010 Barcelona, Spain|"You're eligible for a Genius discount at ME Barcelona! To save at this property, all you have to do is sign in.
Boasting a bar, terrace and views of garden, ME Barcelona is set in Barcelona, 2.2 km from Barceloneta Beach. Among the facilities of this property are a restaurant, a 24-hour front desk and room service, along with free WiFi throughout the property. The accommodation offers evening entertainment and a concierge service.
A continental breakfast is available every morning at the hotel.
Popular points of interest near ME Barcelona include Tivoli Theatre, Passeig de Gracia and Plaça Catalunya. The nearest airport is Barcelona El Prat, 13 km from the accommodation, and the property offers a paid airport shuttle service."|https://www.booking.com/hotel/es/me-barcelona-barcelona.en-gb.html
175|Hesperia Barcelona Presidente|Avenida Diagonal, 570, Sarrià-St. Gervasi, 08021 Barcelona, Spain|"You're eligible for a Genius discount at Hesperia Barcelona Presidente! To save at this property, all you have to do is sign in.
Set on Barcelona’s Diagonal Avenue, the Hesperia Barcelona Presidente offers spacious, air-conditioned rooms with free Wi-Fi and flat-screen TVs. There is a gym and a terrace offering city views.
This hotel has views of the city.
The Hesperia Barcelona Presidente is close to a shopping area, and the main sightseeing bus stops just 50 m from the hotel. The popular Illa shopping centre is 15 minutes’ walk away.
Diagonal Metro Station is 10 minutes’ walk away, and offers a direct link to Plaza Catalunya. Gaudi’s La Pedrera and fashionable Passeig de Gracia can be reached in about 15 minutes on foot."|https://www.booking.com/hotel/es/hesperiapresidente.en-gb.html
176|Hotel Pelayo|Pelai, 9, Eixample, 08001 Barcelona, Spain|"You're eligible for a Genius discount at Hotel Pelayo! To save at this property, all you have to do is sign in.
This value-for-money hotel offers practical en suite accommodation a 2-minute walk from Plaça Catalunya and the world-famous La Rambla.
Enjoy wandering around Barcelona’s vibrant city centre – the Pelayo’s tour desk can provide you with helpful sightseeing information.
La Rambla and the exclusive Passeig de Gràcia, famous for Gaudí's La Pedrera and Casa Batlló, are within easy walking distance.
The Pelayo is surrounded by excellent transport links, including the metro, bus and sightseeing bus. Take the short journey down to the popular beaches.
The hotel has vending machines selling refreshments, snacks and coffee. At night, eat out at one of the many great restaurants around the hotel, including the Hard Rock Cafe in Plaça Catalunya.
You can also make the most of the 24-hour reception desk to book a last minute flight or to explore the city’s nightlife."|https://www.booking.com/hotel/es/pelayo.en-gb.html
177|Acta CITY47|Nicaragua, 47, Sants-Montjuïc, 08029 Barcelona, Spain|"You're eligible for a Genius discount at Acta CITY47! To save at this property, all you have to do is sign in.
Acta CITY47 is 5 minutes’ walk from Barcelona Sants Train Station and 15 minutes from the Fira Exhibition Centre. It offers a 24-hour reception and air-conditioned rooms with free WiFi.
The rooms at Acta CITY47 feature simple, modern décor and a private bathroom. Each one comes with a TV, free safe, and a work desk. Guests have free access to an ironing room open 24 hours.
The hotel’s modern Nass City restaurant serves international food and a gluten-free breakfast is available on prior request. There is also a bar where you can get a snack or a drink.
The Acta CITY47 is 20 minutes’ walk from Barcelona FC’s Camp Nou Stadium. Sants Metro Station connects you with the centre of Barcelona in 15 minutes."|https://www.booking.com/hotel/es/citypark.en-gb.html
178|Yurbban Passage Hotel & Spa|26 Carrer de Trafalgar, Ciutat Vella, 08003 Barcelona, Spain|"Situated in Barcelona in the Catalonia Region, 400 m from Portal de l'Angel, Yurbban Passage Hotel boasts an outdoor pool and spa centre. Guests can enjoy the on-site restaurant.
All rooms include a flat-screen TV. Certain rooms feature a seating area to relax in after a busy day. A terrace or balcony are featured in certain rooms. Each room includes a private bathroom. Extras include bathrobes and slippers. Yurbban Passage Hotel features free WiFi throughout the property.
Guests can enjoy an authentic Catalan breakfast each morning.
You will find a 24-hour front desk at the property.
The hotel also offers bike hire. Plaça Catalunya is 500 m from Yurbban Passage Hotel, while La Seu, Cathedral of Barcelona is 500 m from the property. Barcelona El Prat Airport is 13 km away."|https://www.booking.com/hotel/es/yurbban-passage.en-gb.html
179|ICON Bcn|Roger De Lluria, 21 (Esq. Gran Via, 662), Eixample, 08037 Barcelona, Spain|"You're eligible for a Genius discount at ICON Bcn! To save at this property, all you have to do is sign in.
This boutique hotel is located in central Barcelona, 5 minutes’ walk from Plaza Catalunya and Paseo de Gracia. It offers a free bicycle use, free WiFi
Each room at the ICON Bcn by Petit Palace features modern décor, a flat-screen TV and a shower.
Guests will find a bar and a restaurant with Mediterranean cuisine and reception is open 24 hours a day. The hotel also offers a scooter hire service, subject to availability.
ICON Bcn by Petit Palace is just 7 minutes’ walk from the Gothic Quarter, where you can find the Palau de la Música Catalana. Urquinaona and Paseo de Gracia Metro are less than 5 minutes’ walk away. Gaudi's La Pedrera is 750 m away, and you can walk to Ciutadella Park in 15 minutes."|https://www.booking.com/hotel/es/petit-palace-bcn.en-gb.html
180|Sagrada Familia Apartment 265|Carrer de la Marina 265, 4o 1a, Eixample, 08025 Barcelona, Spain|"You're eligible for a Genius discount at Sagrada Familia Apartment 265! To save at this property, all you have to do is sign in.
Set 200 m from Sagrada Familia and an 18-minute walk from La Pedrera, Sagrada Familia Apartment 265 offers free WiFi and a well equiped kitchen.
This four bedroom apartment comes with a fully equipped kitchen including a dishwasher, microwave, a coffee machine, as well as a toaster and kettle. All rooms are air conditioned and include a terrace and/or a seating area with a flat-screen TV.
Sagrada familia metro station is next to the property while Casa Batllo is 1.6 km from the apartment. Barcelona El Prat Airport is 14 km away."|https://www.booking.com/hotel/es/marina-apartment-265.en-gb.html
181|Acevi Villarroel|Villarroel, 106, Eixample, 08011 Barcelona, Spain|"You're eligible for a Genius discount at Acevi Villarroel! To save at this property, all you have to do is sign in.
Acevi Villarroel offers free high-speed Wi-Fi, a spa and a rooftop pool, open in summer. Located 400 m from Urgell Metro Station, it is a 15-minute walk from Barcelona’s Plaza Catalunya.
Rooms at the Acevi have elegant décor and hardwood floors. All have a satellite TV.
Hotel Acevi Villarroel’s spa is available for an extra charge. It includes a steam bath, sauna, Hammam and gym. Massages are available on request. You can also relax on a lounger on the sun terrace.
Acevi Villarroel is within a 10-minute walk of Barcelona University and the lively Raval district. Hospital Clinic Metro Station is 600 m away, and offers direct access to the Sagrada Familia and FC Barcelona’s Camp Nou Stadium."|https://www.booking.com/hotel/es/acevivillarroel.en-gb.html
182|Suites Center Barcelona|Passeig de Gràcia, 128, Gràcia, 08008 Barcelona, Spain|"You're eligible for a Genius discount at Suites Center Barcelona! To save at this property, all you have to do is sign in.
These stylish apartments are on Barcelona’s famous Passeig de Gràcia, in the heart of the Eixample. Each comes with free Wi-Fi, plasma-screen satellite TVs and a modern kitchen.
Suites Center Barcelona offers apartments with DVD and CD player, washing machine and a kettle. They feature full heating and air conditioning, soundproofing and a bathroom with shower.
Private parking is available at Suites Center Barcelona. There is also 24-hour reception.
The Suites are only 20 m from the Modernist Casa Fuster, a short walk from the popular Gràcia neighbourhood. Diagonal Metro Station is 200 m away and offers direct access to Plaça Catalunya and the Rambla."|https://www.booking.com/hotel/es/suites-center-barcelona.en-gb.html
183|Midtown Apartments|Caspe, 35, Eixample, 08010 Barcelona, Spain|"You're eligible for a Genius discount at Midtown Apartments! To save at this property, all you have to do is sign in.
Ideally located, 6 minutes’ walk from both Paseo de Gracia and central Plaza Catalunya, Midtown Apartments offers stylish, modern décor apartments with a seasonal pool and solarium in the building’s rooftop.
Set in the same building, all the soundproofed apartments have a smart TV in each bedroom and a living-dining room with a bluetooth speaker and a free safe. The kitchen is equipped with ceramic hobs, oven and dishwasher; there is a washing machine, a dryer and cleaning products are provided.
Numerous bars and restaurants serving local and international cuisine are within walking distance, and supermarkets open till late can be found nearby.
The apartments are also well connected by bus and metro to all main tourist attractions in Barcelona. A private parking is available on site."|https://www.booking.com/hotel/es/midtown-apartments.en-gb.html
184|Casa Balmes|Balmes, 60 Pr.1º, Eixample, 08007 Barcelona, Spain|"Casa Balmes is a bed and breakfast located in the very centre of Barcelona, 400 m from the well-known Passeig de Gràcia Avenue and monuments like Casa Batlló. Free WiFi access is available.
Each air-conditioned room at Casa Balmes is soundproof and has elegant décor, as well as a full HD flat-screen TV and a minibar. There is also a free safe and a private bathroom with hairdryer and free toiletries. Bed linen and towels are included. Some rooms have street views.
At Casa Balmes you will find a terrace and a shared lounge with vending machines. A daily breakfast consisting of fruit juices, coffee, tea, toast, jams, cereals and a selection of pastries is included.
Other services offered at the property include tourist information, luggage storage and laundry. Guests can find a sports centre with gym and spa just 80 m away from the b&b.
Casa Balmes is 8 minutes' walk from Plaza Catalunya. Barcelona El Prat Airport is less than 20 minutes by car."|https://www.booking.com/hotel/es/casa-balmes.en-gb.html
185|Studio Hostel|Duquessa d´Orleans, 56 B, Sarrià-St. Gervasi, 08034 Barcelona, Spain|"Studio Hostel is set in the residential district of Sarrià, 50 m from Reina Elisenda FGC Station. It offers free Wi-Fi, free breakfast, a roof terrace and rooms with private bathrooms.
Rooms at the Studio are brightly decorated. Each has heating and a desk.
The Albergue has a communal lounge with a TV and there is also a reading area. There are vending machines in the reception and guests can make use of the fridge, microwave and kettle in the shared area.
Set just off Passeig de la Bonanova, the hostel is within 10 minutes’ walk of a selection of restaurants, cafés and bars. The popular Gràcia district is just 5 train stops away.
Staff at the Studio’s 24-hour reception can provide information on Barcelona’s many tourist attractions. The city centre is 20 minutes from Reina Elisenda Station, and free on-street parking is available nearby."|https://www.booking.com/hotel/es/residencia-albergue-studio.en-gb.html
186|OLD TOWN! Beach!|Carrer de la Victòria, Ciutat Vella, 08003 Barcelona, Spain|"This property is 6 minutes walk from the beach. Set in Barcelona, 1.5 km from Somorrostro Beach, OLD TOWN! Beach! features a private beach area and views of the city. Located around 1.5 km from Barceloneta Beach, the guest house with free WiFi is also 1.7 km away from Sant Miquel Beach. The guest house has family rooms.
Rooms include a shared bathroom with a shower. At the guest house all rooms include bed linen and towels.
Popular points of interest near OLD TOWN! Beach! include Palau de la Musica Catalana, Picasso Museum and Cathedral of Barcelona. The nearest airport is Barcelona El Prat Airport, 13 km from the accommodation."|https://www.booking.com/hotel/es/barcelona-centro-barcelona123.en-gb.html
187|Hostal Benidorm|Rambla dels Caputxins, 37, Ciutat Vella, 08002 Barcelona, Spain|"This property is 17 minutes walk from the beach. Situated on Barcelona’s famous Las Ramblas, Hostal Benidorm offers free Wi-Fi, 24-hour reception and air-conditioned rooms with satellite TV. Liceu Metro Station is just 200 m away.
Each room at the Benidorm Hostal features simple décor and tiled floors. All rooms have central heating and a private bathroom.
Drinks and snacks are available from vending machines in the Benidorm’s reception area. Staff at the front desk can provide information about the city and arrange car or bicycle rental.
Hostal Benidorm is located just outside the historic Gothic Quarter. Gaudi’s Palau Güell is 100 m away, while the Boqueria Market is within 400 m. Barceloneta Beach can be reached in 25 minutes’ walk or a 10-minute bus."|https://www.booking.com/hotel/es/hostal-benidorm.en-gb.html
188|Catalonia Albeniz|Aragón, 591 - 593, Sant Martí, 08026 Barcelona, Spain|"You're eligible for a Genius discount at Catalonia Albeniz! To save at this property, all you have to do is sign in.
Catalonia Albeniz offers spacious, air-conditioned rooms with free WiFi and satellite TV. It is situated 150 m from Clot Train Station, and a 15-minute walk from Gaudí’s Sagrada Familia Church.
The property has a gym and an outdoor pool. You can also use the luggage storage facility on site at the Albeniz.
The varied buffet breakfast at the Catalonia Albeniz includes typical local dishes, such as potato omelette and bread with tomato.
The Albeniz offers bright, modern rooms with simple décor and wooden floors. Each room includes a minibar and a marble bathroom with a hair dryer, plus a safe.
Catalonia Albeniz is just 700 m from the shops and restaurants of Glòries Shopping Centre, while Encants Flea Market is a 5-minute walk away. Metro services and direct airport trains are available from nearby Clot Station."|https://www.booking.com/hotel/es/cataloniaalbeniz.en-gb.html
189|Catalonia Magdalenes|Magdalenes, 13-15, Ciutat Vella, 08002 Barcelona, Spain|"You're eligible for a Genius discount at Catalonia Magdalenes! To save at this property, all you have to do is sign in.
Catalonia Magdalenes Hotel is set in  Barcelona, 200 m from the Cathedral of Barcelona and offers a terrace with an outdoor pool with views of the Cathedral and a spa. Portal de l'Angel is 200 m away.
Each room at this hotel is air conditioned, soundproofed and features a flat-screen TV and a Nespresso Coffee Machine. The bathroom comes with free toiletries and a hairdryer.
You will find a 24-hour front desk at the property, There is also a spa with a hot tub and a gym.
The hotel offers show-cooking during breakfast.
Plaça Catalunya is 400 m from Catalonia Magdalenes Hotel, while Picasso Museum is 600 m away. Barcelona El Prat Airport is 13 km from the property."|https://www.booking.com/hotel/es/catalonia-magdalenes.en-gb.html
190|Chic & Basic Zoo|Passeig Picasso, 22, Ciutat Vella, 08003 Barcelona, Spain|"You're eligible for a Genius discount at Chic & Basic Zoo! To save at this property, all you have to do is sign in.
This property is 13 minutes walk from the beach. Chic & Basic Zoo is located in El Born, now one of the most fashionable and cosmopolitan districts of central Barcelona. On one side is the Gothic Quarter, to the other is Ciutadella Park, and the port is a few minutes away.
From the hotel, you can easily get to the historic city centre, the Gothic Quarter (Barrio Gótico) where the Cathedral, Santa Maria del Mar, Plaza Sant Jaume and Santa Anna are located.
The hotel is also very close to the zoo, the Ciutadella Park, beaches and the Olympic Port. In the neighborhood you will also find nightlife, bars, restaurants (the area of El Born is where you´ll find the most typical ‘tapas’) and museums, such as the Picasso Museum."|https://www.booking.com/hotel/es/triunfo-barcelona.en-gb.html
191|Catalonia Barcelona 505|Muntaner, 505, Sarrià-St. Gervasi, 08022 Barcelona, Spain|"You're eligible for a Genius discount at Catalonia Barcelona 505! To save at this property, all you have to do is sign in.
Catalonia Barcelona 505 offers spacious rooms with free Wi-Fi and an outdoor swimming pool in Barcelona’s Sant Gervasi area. From El Putxet Train Station, 400 m away, you can reach the centre in 15 minutes.
The hotel is close to important medical centres, such as the Teknon Clinic, Sant Jordi Clinic, Dexeus and Barraquer. It is also next to the Blue Tram, which takes you to the cable car for Tibidabo.
Air-conditioned rooms have a satellite TV, a safe and minibar. There is a work desk, and the private bathroom comes with a hairdryer and amenities.
The restaurant C50&5 offers international cuisine. There is a bar and room service is available.
You can hire a car from the 24-hour front desk. On-site parking is offered for an additional charge, and the hotel has easy access to the B20 Motorway."|https://www.booking.com/hotel/es/catalonia-barcelona-505.en-gb.html
192|La França Travellers Adults Only|França Xica, 38, Sants-Montjuïc, 08004 Barcelona, Spain|"Offering free private parking and free WiFi, La França Travellers is located next to Montjiuic, 10-minute walk from Plaza de España and Fira de Barcelona. 24-hour reception is available.
This adults-only guesthouse boasts modern décor and air-conditioned rooms with a flat-screen satellite TV. All have a private bathroom with a hairdryer and free toiletries. All suites have a spa bath and some have a round bed.
Bars, restaurants and several dining options can be found in the surrounding streets.
Regular airport buses leave from a bus stop located just 500 m away."|https://www.booking.com/hotel/es/la-franca.en-gb.html
193|Sonder DO Plaça Reial|Plaça Reial, 1 , Ciutat Vella, 08001 Barcelona, Spain|"You're eligible for a Genius discount at Sonder DO Plaça Reial! To save at this property, all you have to do is sign in.
This property is 17 minutes walk from the beach. Set on Plaza Reial and just off Las Ramblas, Hotel DO Plaça Reial features a spa, a rooftop pool and stylish rooms. Bars and cafés can be found in the square and in the surrounding Gothic Quarter.
Each spacious, air-conditioned room has striking, modern décor. There is free Wi-Fi, a Loewe flat-screen TV and a free minibar.
Creative Mediterranean cuisine and tapas dishes are served in the restaurant. In the mornings, the DO Plaça Reial offers a continental breakfast that features some cheese, ham, pastries, bread, coffee, and juices.
In the mornings, the DO Plaça Reial offers an à la carte breakfast which features homemade bread and local, organic jams and cheeses. On-site chefs can also prepare cooked dishes.
The hotel spa features a sauna.
The famous Boquería Market is just 5 minutes’ walk away. Barcelona Cathedral, Liceu Metro and Plaza Catalunya are within 1 km of the hotel."|https://www.booking.com/hotel/es/do.en-gb.html
194|Diagonal House|Diagonal, 436, Eixample, 08037 Barcelona, Spain|"You're eligible for a Genius discount at Diagonal House! To save at this property, all you have to do is sign in.
Set in Barcelona centre, Diagonal House features free WiFi and air conditioning. This hostel is just 300 m from Passeig de Gracia and Gaudi's La Pedrera.
Fitted with parquet flooring, the property offers a shared lounge and games room. Guests can make use of the shared kitchen as well.
The shared bathrooms have a shower. Bed linen and towels are provided.
The area offers an array of shops, bars, restaurants and clubs. Diagonal Metro Station is a 3-minute walk from the bed and breakfast. Plaza Catalunya Square is 10 minutes' away by metro."|https://www.booking.com/hotel/es/hostal-diagonal.en-gb.html
195|Hotel SB Icaria Barcelona|Avinguda Icaria, 195, Sant Martí, 08005 Barcelona, Spain|"This property is 5 minutes walk from the beach. Located 300 m from Barcelona’s Nova Icaria Beach, Hotel SB Icaria Barcelona offers a gym, sauna and outdoor pool with sun terrace and hot tub. Rooms include free Wi-Fi and flat-screen satellite TV.
The Hotel SB Icaria Barcelona’s stylish modern rooms feature wooden floors and adjustable lighting. Each room has a minibar, safe and private bathroom with a hairdryer.
The hotel’s elegant restaurant serves Mediterranean market cuisine. There is also a bar and a garden terrace.
Hotel SB Icaria Barcelona is located in the Olympic Port area, a 10-minute walk from Ciutadella Park and Barcelona Zoo. Ciutadella Metro Station is 800 m away, and is just 2 stops from Barcelona Cathedral and the historic Gothic Quarter."|https://www.booking.com/hotel/es/sbicaria.en-gb.html
196|Hostal BCN Ramblas|Ramblas, 96, Ciutat Vella, 08002 Barcelona, Spain|"You're eligible for a Genius discount at Hostal BCN Ramblas! To save at this property, all you have to do is sign in.
This property is 20 minutes walk from the beach. Hostal BCN Ramblas is located on Las Ramblas, facing the colourful Boquería Market and 50 m from Liceu Metro Station. This guest house offers free Wi-Fi.
Set on the edge of the Gothic Quarter, Hostal BCN Ramblas is around 400 m from Barcelona Cathedral. Plaza Catalunya and the MACBA Contemporary Art Museum are within a 7-minute walk.
All air-conditioned rooms at the BCN Ramblas feature cable TV and a safe. Each one comes with a private bathroom with toiletries."|https://www.booking.com/hotel/es/hostal-mendoza.en-gb.html
197|El Avenida Palace|Gran Via, 605, Eixample, 08007 Barcelona, Spain|"You're eligible for a Genius discount at El Avenida Palace! To save at this property, all you have to do is sign in.
El Avenida Palace Hotel is set on Barcelona’s Gran Via, 5 minutes’ walk from Plaza Catalunya, La Rambla and Paseo de Gracia. Its grand interior features an impressive staircase and marble columns.
Many famous guests have stayed at the Hotel Avenida Palace, including the Beatles in 1965.
The elegant air-conditioned rooms feature satellite TV and carpeted or parquet floors. Rooms are soundproofed and have a minibar, work desk and a safe.
The hotel's panoramic rooftop terrace offers views over the city, a sun deck and a swimming pool. There is also a lounge bar, a 24-hour front desk and both free WiFi and room service are available."|https://www.booking.com/hotel/es/avenidapalace.en-gb.html
198|Hostal Centric|Casanova, 13, Eixample, 08001 Barcelona, Spain|"You're eligible for a Genius discount at Hostal Centric! To save at this property, all you have to do is sign in.
Centrally located, Hostal Cèntric offers free Wi-Fi, 24-hour reception, free luggage storage and free safe. The guest house is 400 m from Barcelona's Plaza Universitat and the Rambla is 10 minutes’ walk away.
Air-conditioned rooms at Hostal Cèntric have a private bathroom with free toiletries and hairdryer. They all feature a flat-screen TV and a laptop safe. Some rooms have a balcony and there is a shared terrace with table and chairs. Bed linen and towels are also provided.
There are plenty of restaurants, shops and supermarkets open until late in the surrounding area. You can also find some of the trendiest bars in Raval District and around Sant Antoni Metro Station, 400 m away.
Hostal Cèntric is 400 m from Universitat Metro Station and the famous MACBA Museum is 6 minutes’ walk away. Regular airport buses leave from Sepulveda Bus Stop located just 400 m away. Discounted public parking is available nearby."|https://www.booking.com/hotel/es/hostal-centric.en-gb.html
199|Ally's Bed&Breakfast|Bruc, 150, Eixample, 08037 Barcelona, Spain|"You're eligible for a Genius discount at Ally's Bed&Breakfast! To save at this property, all you have to do is sign in.
300 m from La Pedrera and 600 m from the Sagrada Familia, Ally’s Guest House is well located. Free Wi-Fi is available throughout the property.
Ally’s Guest House Barcelona has comfortable and light rooms. All have heating and air conditioning; and the majority of them have a private bathroom.
Ally’s Guest House also has a lounge with TV, DVD player, computer, and printer. In the living-dining area you will find a microwave and refrigerator.
Verdaguer Metro Station is 200 m from the property and the centre of Barcelona is 2 stops away by metro. Ally’s is steps from the main shopping streets of Diagonal and Passeig de Gracia. Plaça Catalunya and Casa Batlló are both within walking distance.
Please see check-in times in Important Information."|https://www.booking.com/hotel/es/ally-s-guest-house-barcelona-bed-and-breakfast.en-gb.html
